13.0,8,360.0,175.0,3821,11.0,73,1,"amc ambassador brougham",4477
15.0,8,390.0,190.0,3850,8.5,70,1,"amc ambassador dpl",3114
17.0,8,304.0,150.0,3672,11.5,72,1,"amc ambassador sst",3902
18.1,6,258.0,120.0,3410,15.1,78,1,"amc concord d/l",3849
20.2,6,232.0,90.0,3265,18.2,79,1,"amc concord dl 6",4324
19.4,6,232.0,90.0,3210,17.2,78,1,"amc concord",3849
21.0,6,199.0,90.0,2648,15.0,70,1,"amc gremlin",4104.8007380073805
19.0,6,232.0,100.0,2634,13.0,71,1,"amc gremlin",1999.0
18.0,6,232.0,100.0,2789,15.0,73,1,"amc gremlin",2098
20.0,6,232.0,100.0,2914,16.0,75,1,"amc gremlin",2798
18.0,6,258.0,110.0,2962,13.5,71,1,"amc hornet sportabout (sw)",2334
18.0,6,199.0,97.0,2774,15.5,70,1,"amc hornet",4104.8007380073805
18.0,6,232.0,100.0,2945,16.0,73,1,"amc hornet",2449
19.0,6,232.0,100.0,2901,16.0,74,1,"amc hornet",2849
22.5,6,232.0,90.0,3085,17.6,76,1,"amc hornet",3199
15.0,8,304.0,150.0,3892,12.5,72,1,"amc matador (sw)",3239
14.0,8,304.0,150.0,4257,15.5,74,1,"amc matador (sw)",3477
18.0,6,232.0,100.0,3288,15.5,71,1,"amc matador",3100
14.0,8,304.0,150.0,3672,11.5,73,1,"amc matador",2986
16.0,6,258.0,110.0,3632,18.0,74,1,"amc matador",3699
15.0,6,258.0,110.0,3730,19.0,75,1,"amc matador",3545
15.5,8,304.0,120.0,3962,13.9,76,1,"amc matador",3725
17.5,6,258.0,95.0,3193,17.8,76,1,"amc pacer d/l",3499
19.0,6,232.0,90.0,3211,17.0,75,1,"amc pacer",3299
16.0,8.0,332.0,162.5,3641.5,11.5,70.0,1.0,"amc rebel sst (sw)",2766
27.4,4,121.0,80.0,2670,15.0,79,1,"amc spirit dl",4133
24.0,4,107.0,90.0,2430,14.5,70,2,"audi 100 ls",3595
24.0,4,107.0,90.0,2430,14.5,71,2,"audi 100 ls",3595
20.0,4,114.0,91.0,2582,14.0,73,2,"audi 100ls",4275
23.0,4,115.0,95.0,2694,15.0,75,2,"audi 100ls",6002
20.3,5,131.0,103.0,2830,15.9,78,2,"audi 5000",8780
29.0,4,98.0,83.0,2219,16.5,74,2,"audi fox",3975
26.0,4,121.0,113.0,2234,12.5,70,2,"bmw 2002",3275
26.0,4,121.0,113.0,2234,12.5,71,2,"bmw 2002",3275
21.5,4,121.0,110.0,2600,12.8,77,2,"bmw 320i",7990
13.0,8,350.0,175.0,4100,13.0,73,1,"buick century 350",3057
13.0,8,350.0,150.0,4699,14.5,74,1,"buick century luxus (sw)",4371
20.6,6,231.0,105.0,3380,15.8,78,1,"buick century special",4633
17.0,6,231.0,110.0,3907,21.0,75,1,"buick century",4022
12.0,8,455.0,225.0,4951,11.0,73,1,"buick electra 225 custom",4993
14.0,8,455.0,225.0,3086,10.0,70,1,"buick estate wagon (sw)",4226
16.9,8,350.0,155.0,4360,14.9,79,1,"buick estate wagon (sw)",7169
13.0,8,350.0,155.0,4502,13.5,72,1,"buick lesabre custom",4291
30.0,4,111.0,80.0,2155,14.8,77,1,"buick opel isuzu deluxe",4104.8007380073805
17.7,6,231.0,165.0,3445,13.4,78,1,"buick regal sport coupe (turbo)",5958
21.0,6,231.0,110.0,3039,15.0,75,1,"buick skyhawk",4173
15.0,8,350.0,165.0,3693,11.5,70,1,"buick skylark 320",2847
28.4,4,151.0,90.0,2670,16.0,79,1,"buick skylark limited",4462
20.5,6,231.0,105.0,3425,16.9,77,1,"buick skylark",3865
23.0,8,350.0,125.0,3900,17.4,79,1,"cadillac eldorado",14668
16.5,8,350.0,180.0,4380,12.1,76,1,"cadillac seville",12479
25.0,4,140.0,92.0,2572,14.9,76,1,"capri ii",4104.8007380073805
16.0,6,250.0,105.0,3897,18.5,75,1,"chevroelt chevelle malibu",4104.8007380073805
15.0,8,350.0,145.0,4440,14.0,75,1,"chevrolet bel air",4345
13.0,8,400.0,150.0,4464,12.0,73,1,"chevrolet caprice classic",4345
17.5,8,305.0,145.0,3880,12.5,77,1,"chevrolet caprice classic",5307
17.0,8,305.0,130.0,3840,15.4,79,1,"chevrolet caprice classic",6508
13.0,8,350.0,165.0,4142,11.5,70,1,"chevrolet chevelle concours (sw)",3210
13.0,8,307.0,130.0,4098,14.0,72,1,"chevrolet chevelle concours (sw)",3244
16.0,6,250.0,100.0,3781,17.0,74,1,"chevrolet chevelle malibu classic",4104.8007380073805
17.5,8,305.0,140.0,4215,13.0,76,1,"chevrolet chevelle malibu classic",4455
18.0,8,307.0,130.0,3504,12.0,70,1,"chevrolet chevelle malibu",2881
17.0,6,250.0,100.0,3329,15.5,71,1,"chevrolet chevelle malibu",4104.8007380073805
29.0,4,85.0,52.0,2035,22.2,76,1,"chevrolet chevette",2558
30.5,4,98.0,63.0,2051,17.0,77,1,"chevrolet chevette",3225
30.0,4,98.0,68.0,2155,16.5,78,1,"chevrolet chevette",3644
28.8,6,173.0,115.0,2595,11.3,79,1,"chevrolet citation",4104.8007380073805
17.5,6,250.0,110.0,3520,16.4,77,1,"chevrolet concours",4111
14.0,8,454.0,220.0,4354,9.0,70,1,"chevrolet impala",3132
14.0,8,350.0,165.0,4209,12.0,71,1,"chevrolet impala",3813
13.0,8,350.0,165.0,4274,12.0,72,1,"chevrolet impala",3979
11.0,8,400.0,150.0,4997,14.0,73,1,"chevrolet impala",3836
19.2,8,267.0,125.0,3605,15.0,79,1,"chevrolet malibu classic (sw)",5480
13.0,8,350.0,145.0,3988,13.0,73,1,"chevrolet malibu",3010
20.5,6,200.0,95.0,3155,18.2,78,1,"chevrolet malibu",4394
15.5,8,350.0,170.0,4165,11.4,77,1,"chevrolet monte carlo landau",4968
19.2,8,305.0,145.0,3425,13.2,78,1,"chevrolet monte carlo landau",4935
15.0,8,350.0,145.0,4082,13.0,73,1,"chevrolet monte carlo s",3562
15.0,8,400.0,150.0,3761,9.5,70,1,"chevrolet monte carlo",3123
20.0,8,262.0,110.0,3221,13.5,75,1,"chevrolet monza 2+2",3953
16.0,6,250.0,100.0,3278,18.0,73,1,"chevrolet nova custom",2641
15.0,6,250.0,100.0,3336,17.0,74,1,"chevrolet nova",2919
18.0,6,250.0,105.0,3459,16.0,75,1,"chevrolet nova",3280
22.0,6,250.0,105.0,3353,14.5,76,1,"chevrolet nova",3413
22.0,4,140.0,72.0,2408,19.0,71,1,"chevrolet vega (sw)",2328
28.0,4,140.0,90.0,2264,15.5,71,1,"chevrolet vega 2300",2090
20.0,4,140.0,90.0,2408,19.5,72,1,"chevrolet vega",2160
21.0,4,140.0,72.0,2401,19.5,73,1,"chevrolet vega",2192
25.0,4,140.0,75.0,2542,17.0,74,1,"chevrolet vega",2505
24.5,4,98.0,60.0,2164,22.1,76,1,"chevrolet woody",4104.8007380073805
13.0,8,350.0,145.0,4055,12.0,76,1,"chevy c10",5087
10.0,8,307.0,200.0,4376,15.0,70,1,"chevy c20",3870
10.0,8,307.0,200.0,4376,15.0,71,1,"chevy c20",3870
15.5,8,400.0,190.0,4325,12.2,77,1,"chrysler cordoba",5418
18.5,8,360.0,150.0,3940,13.0,79,1,"chrysler lebaron town @ country (sw)",6642
13.0,8,440.0,215.0,4735,11.0,73,1,"chrysler new yorker brougham",5413
13.0,8,400.0,190.0,4422,12.5,72,1,"chrysler newport royal",4124
20.99412698412698,4,133.0,115.0,3090,17.5,70,2,"citroen ds-21 pallas",4104.8007380073805
35.0,4,72.0,69.0,1613,18.0,71,3,"datsun 1200",4104.8007380073805
23.9,4,119.0,97.0,2405,14.9,78,3,"datsun 200-sx",4104.8007380073805
31.8,4,85.0,65.0,2020,19.2,79,3,"datsun 210",4104.8007380073805
28.0,4,97.0,92.0,2288,17.0,72,3,"datsun 510 (sw)",4104.8007380073805
27.2,4,119.0,97.0,2300,14.7,78,3,"datsun 510",4104.8007380073805
22.0,4,108.0,94.0,2379,16.5,73,3,"datsun 610",4104.8007380073805
32.0,4,83.0,61.0,2003,19.0,74,3,"datsun 710",4104.8007380073805
24.0,4,119.0,97.0,2545,17.0,75,3,"datsun 710",4104.8007380073805
22.0,6,146.0,97.0,2815,14.5,77,3,"datsun 810",4104.8007380073805
32.0,4,85.0,70.0,1990,17.0,76,3,"datsun b-210",4104.8007380073805
39.4,4,85.0,70.0,2070,18.6,78,3,"datsun b210 gx",4104.8007380073805
31.0,4,79.0,67.0,1950,19.0,74,3,"datsun b210",4104.8007380073805
33.5,4,85.0,70.0,1945,16.8,77,3,"datsun f-10 hatchback",4104.8007380073805
27.0,4,97.0,88.0,2130,14.5,70,3,"datsun pl510",4104.8007380073805
